osm_type,osm_id,name,name:be,name:ru
node,6339793186,Ветэрынарная клініка «Дзевяць жыццяў»;Девять жизней,Ветэрынарная клініка «Дзевяць жыццяў»,Ветеринарная клиника «Девять жизней»
