osm_type,osm_id,name,name:be,name:ru
way,178016557,Клубничная улица,Клубнічная вуліца,Клубничная улица
way,178016559,Лесная улица,Лясная вуліца,Лесная улица
way,178016565,Строительная улица,Будаўнічая вуліца,Строительная улица
