dep_osm_type,dep_osm_id,dependant,osm_type,osm_id,name,name:be,name:ru
relation,7467225,Брестская область,relation,59189,Брестская область,Брэсцкая вобласць,Брестская область
relation,7483295,Витебская область,relation,59506,Витебская область,Віцебская вобласць,Витебская область
relation,7440934,Гомельская область,relation,59161,Гомельская область,Гомельская вобласць,Гомельская область
relation,7837595,Гомельская область,relation,59161,Гомельская область,Гомельская вобласць,Гомельская область
relation,8800408,Гродненская область,relation,59275,Гродненская область,Гродзенская вобласць,Гродненская область
